created_at,screen_name,text,favorited,favoriteCount,replyToSN,truncated,replyToSID,id,replyToUID,statusSource,retweetCount,isRetweet,retweeted,longitude,latitude,from_user,reply_to,users_mentioned,retweet_from,hashtags_used
2018-02-28T15:38:28Z,Dexanfetamina,#RayoEvolizador https://t.co/e1Pbg6gHU6,FALSE,71,NA,FALSE,NA,968873039541743616,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",21,FALSE,FALSE,NA,NA,Dexanfetamina,NA,
