"text","favorited","favoriteCount","replyToSN","created_at","truncated","replyToSID","id","replyToUID","statusSource","screen_name","retweetCount","isRetweet","retweeted","longitude","latitude","from_user","reply_to","users_mentioned","retweet_from","hashtags_used"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-06 01:10:15,FALSE,,"970828875252019201",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marialmarquezch",1183,TRUE,FALSE,,,"marialmarquezch",,"evoespueblo","evoespueblo",
"RT @danforever: #RayoEvolizador asi cualquiera se saca un ""pr√©stamo"" del gobierno https://t.co/12jVhJHTOo",FALSE,0,,2018-03-06 00:50:07,FALSE,,"970823807253598208",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HAP5",4,TRUE,FALSE,,,"HAP5",,"danforever","danforever","#RayoEvolizador"
"RT @diarioeldeber: Evo agradece a los internautas por la creaci√≥n del #RayoEvolizador
https://t.co/RHi7RBsqOY https://t.co/N9MxMv8V6h",FALSE,0,,2018-03-06 00:30:42,FALSE,,"970818921136885761",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Xavi_lavigne",3,TRUE,FALSE,,,"Xavi_lavigne",,"diarioeldeber","diarioeldeber","#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-06 00:27:56,FALSE,,"970818225071063041",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TeresaT15163421",1183,TRUE,FALSE,,,"TeresaT15163421",,"evoespueblo","evoespueblo",
"Eso sin contar el #RayoEvolizador! https://t.co/uqmBsCFDrp",FALSE,1,,2018-03-06 00:18:49,FALSE,,"970815932833652737",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuixSP",0,FALSE,FALSE,,,"LuixSP",,,,"#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 23:44:38,FALSE,,"970807328973967360",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MostajoGerm",1183,TRUE,FALSE,,,"MostajoGerm",,"evoespueblo","evoespueblo",
"RT @LaRazon_Bolivia: #As√≠VaLaVida 
.@evoespueblo agradeci√≥ gesto de cibernautas por el #RayoEvolizador https://t.co/c0gteVqZUc https://t.co‚Ä¶",FALSE,0,,2018-03-05 23:30:09,FALSE,,"970803685151461382",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","efrain7272",11,TRUE,FALSE,,,"efrain7272",,"LaRazon_Bolivia evoespueblo","LaRazon_Bolivia","#As√≠VaLaVida #RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 22:55:24,FALSE,,"970794939276722176",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MeryRomero7018",1183,TRUE,FALSE,,,"MeryRomero7018",,"evoespueblo","evoespueblo",
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 22:47:38,FALSE,,"970792982545920000",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rubenchiquij",1183,TRUE,FALSE,,,"rubenchiquij",,"evoespueblo","evoespueblo",
"#RayoEvolizador https://t.co/B2PCWHFvpp",FALSE,1,,2018-03-05 22:47:18,FALSE,,"970792901390274560",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VaneRetamozoV",0,FALSE,FALSE,,,"VaneRetamozoV",,,,"#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 21:44:01,FALSE,,"970776972858134528",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wreijav",1183,TRUE,FALSE,,,"Wreijav",,"evoespueblo","evoespueblo",
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 21:05:54,FALSE,,"970767383831990278",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jesuscalderon00",1183,TRUE,FALSE,,,"jesuscalderon00",,"evoespueblo","evoespueblo",
"RT @jose_urey: #RayoEvolizador https://t.co/dOeSwAwSUw",FALSE,0,,2018-03-05 20:15:56,FALSE,,"970754808008335361",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mish_Delaf",6,TRUE,FALSE,,,"Mish_Delaf",,"jose_urey","jose_urey","#RayoEvolizador"
"RT @wilynoel: Una m√°s del  #RayoEvolizador https://t.co/aJ5ZT4gqdq",FALSE,0,,2018-03-05 19:58:05,FALSE,,"970750315434831873",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mertxeramos",28,TRUE,FALSE,,,"Mertxeramos",,"wilynoel","wilynoel","#RayoEvolizador"
"RT @danforever: #RayoEvolizador .......... jodidamente parad√≥jico https://t.co/TIXWVUQZsE",FALSE,0,,2018-03-05 19:38:33,FALSE,,"970745397709852672",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RodCoast",91,TRUE,FALSE,,,"RodCoast",,"danforever","danforever","#RayoEvolizador"
"RT @danforever: #RayoEvolizador .......... jodidamente parad√≥jico https://t.co/TIXWVUQZsE",FALSE,0,,2018-03-05 19:36:04,FALSE,,"970744775858106369",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","InterNationsEU",91,TRUE,FALSE,,,"InterNationsEU",,"danforever","danforever","#RayoEvolizador"
"RT @asaoyvino: #RayoEvolizador 
Pulp.. https://t.co/zNjGfiHgwN",FALSE,0,,2018-03-05 19:35:59,FALSE,,"970744755318554625",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","InterNationsEU",69,TRUE,FALSE,,,"InterNationsEU",,"asaoyvino","asaoyvino","#RayoEvolizador"
"RT @imauricior: #RayoEvolizador y quedo manso el leon https://t.co/gy9tMyJnSj",FALSE,0,,2018-03-05 19:32:19,FALSE,,"970743829472206848",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Nunuber97",18,TRUE,FALSE,,,"Nunuber97",,"imauricior","imauricior","#RayoEvolizador"
"RT @asaoyvino: Buenoooo
#RayoEvolizador https://t.co/VDEcYbMbfg",FALSE,0,,2018-03-05 19:07:13,FALSE,,"970737514897133569",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FabianPereiraG1",121,TRUE,FALSE,,,"FabianPereiraG1",,"asaoyvino","asaoyvino","#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 18:12:39,FALSE,,"970723780170534913",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MayritatC",1183,TRUE,FALSE,,,"MayritatC",,"evoespueblo","evoespueblo",
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 17:17:49,FALSE,,"970709982609014785",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","puebloesbolivia",1183,TRUE,FALSE,,,"puebloesbolivia",,"evoespueblo","evoespueblo",
"RT @verokamchatka: El #RayoEvolizador como noticia de fin de semana en #Per√∫. 

https://t.co/mWbw5jrMBZ",FALSE,0,,2018-03-05 17:03:55,FALSE,,"970706484039503872",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nunca_estoy",3,TRUE,FALSE,,,"nunca_estoy",,"verokamchatka","verokamchatka","#RayoEvolizador #Per√∫"
"RT @CarmenEGonzale2: Dictador Evo destruye todo, inclusive a su vice el licenciado @GarciaLinera
#RayoEvolizador https://t.co/6PMOEqHNX5",FALSE,0,,2018-03-05 14:09:45,FALSE,,"970662653029961728",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eduardo_lera",4,TRUE,FALSE,,,"eduardo_lera",,"CarmenEGonzale2 GarciaLinera","CarmenEGonzale2","#RayoEvolizador"
"RT @ciudadan0libre: El Ungenio pluri
#RayoEvolizador https://t.co/3n7hpImtFC",FALSE,0,,2018-03-05 14:01:32,FALSE,,"970660587691790336",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","burgoa_nelson",32,TRUE,FALSE,,,"burgoa_nelson",,"ciudadan0libre","ciudadan0libre","#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 13:14:20,FALSE,,"970648706260373506",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CoraniEnde",1183,TRUE,FALSE,,,"CoraniEnde",,"evoespueblo","evoespueblo",
"S√≥lo dir√© que el hashtag #RayoEvolizador es igual al #CarajoNoMePuedoMorir.  Eso.   https://t.co/GjliSUz2aa",FALSE,0,,2018-03-05 13:09:56,FALSE,,"970647601765810176",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Julitatwa",0,FALSE,FALSE,,,"Julitatwa",,,,"#RayoEvolizador #CarajoNoMePuedoMorir"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 12:20:20,FALSE,,"970635119601037314",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LeonardiniBrian",1183,TRUE,FALSE,,,"LeonardiniBrian",,"evoespueblo","evoespueblo",
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 12:04:45,FALSE,,"970631195183779841",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aliaguita86",1183,TRUE,FALSE,,,"aliaguita86",,"evoespueblo","evoespueblo",
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 11:27:42,FALSE,,"970621871468228608",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MenesesGrover",1183,TRUE,FALSE,,,"MenesesGrover",,"evoespueblo","evoespueblo",
"RT @danforever: #RayoEvolizador .......... jodidamente parad√≥jico https://t.co/TIXWVUQZsE",FALSE,0,,2018-03-05 11:27:15,FALSE,,"970621759878848513",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","La_Rev_21",91,TRUE,FALSE,,,"La_Rev_21",,"danforever","danforever","#RayoEvolizador"
"RT @Axel1Ray1: #RayoEvolizador Evo cambio la Educaci√≥n para nuestro hijos @MindeGobierno @mincombolivia @minedubol https://t.co/KG64mwZ6OD",FALSE,0,,2018-03-05 11:27:02,FALSE,,"970621706938257408",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","La_Rev_21",47,TRUE,FALSE,,,"La_Rev_21",,"Axel1Ray1 MindeGobierno mincombolivia minedubol","Axel1Ray1","#RayoEvolizador"
"RT @asaoyvino: Buenoooo
#RayoEvolizador https://t.co/VDEcYbMbfg",FALSE,0,,2018-03-05 11:26:34,FALSE,,"970621589564903426",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","La_Rev_21",121,TRUE,FALSE,,,"La_Rev_21",,"asaoyvino","asaoyvino","#RayoEvolizador"
"RT @RobertCarhlos: Hoy ando inspirado #RayoEvolizador https://t.co/vsie8rvAWv",FALSE,0,,2018-03-05 11:25:29,FALSE,,"970621315362295808",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","La_Rev_21",46,TRUE,FALSE,,,"La_Rev_21",,"RobertCarhlos","RobertCarhlos","#RayoEvolizador"
"RT @asaoyvino: #RayoEvolizador 
Pulp.. https://t.co/zNjGfiHgwN",FALSE,0,,2018-03-05 11:24:13,FALSE,,"970620996913856512",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","La_Rev_21",69,TRUE,FALSE,,,"La_Rev_21",,"asaoyvino","asaoyvino","#RayoEvolizador"
"#RayoEvolizador aqu√≠ tenemos como 3 alcaldes diamantes https://t.co/qz0PLEN6nB",FALSE,0,,2018-03-05 08:02:43,FALSE,,"970570287854051328",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Nunuber97",0,FALSE,FALSE,,,"Nunuber97",,,,"#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 03:28:34,FALSE,,"970501294229204992",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CynthiaRLedezma",1183,TRUE,FALSE,,,"CynthiaRLedezma",,"evoespueblo","evoespueblo",
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 03:19:06,FALSE,,"970498913395408897",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pepesalinastv",1183,TRUE,FALSE,,,"pepesalinastv",,"evoespueblo","evoespueblo",
"RT @asaoyvino: #RayoEvolizador 
Pulp.. https://t.co/zNjGfiHgwN",FALSE,0,,2018-03-05 03:08:57,FALSE,,"970496360029048833",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DanielSossa",69,TRUE,FALSE,,,"DanielSossa",,"asaoyvino","asaoyvino","#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 02:20:26,FALSE,,"970484147025338369",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FChMario",1183,TRUE,FALSE,,,"FChMario",,"evoespueblo","evoespueblo",
"RT @frant_1108: #RayoEvolizador 
(Si alguien lo hizo me muero)Ì†ΩÌ∏Ç https://t.co/lH1b52kWKe",FALSE,0,,2018-03-05 02:03:26,FALSE,,"970479868793237504",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndreaMarces",70,TRUE,FALSE,,,"AndreaMarces",,"frant_1108","frant_1108",
"RT @ArturoMurilloS: #RayoEvolizador @SDoriaMedina @Jaimenavarrot @WarmiAlcalde @OscarOrtizA @JoseMariaLeyes https://t.co/GRYIX461Gz",FALSE,0,,2018-03-05 01:45:10,FALSE,,"970475273044013056",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josemanuel_RaPe",8,TRUE,FALSE,,,"josemanuel_RaPe",,"ArturoMurilloS SDoriaMedina Jaimenavarrot WarmiAlcalde OscarOrtizA JoseMariaLeyes","ArturoMurilloS","#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 01:32:33,FALSE,,"970472097456812032",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YlunkaQuisbert",1183,TRUE,FALSE,,,"YlunkaQuisbert",,"evoespueblo","evoespueblo",
"RT @a_luismamanito: @EvoNoMas ja, ja, ja  !
#RayoEvolizador
#sinDIGNIDAD https://t.co/bu03Aahr1B",FALSE,0,,2018-03-05 01:27:34,FALSE,,"970470843401822209",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josemanuel_RaPe",1,TRUE,FALSE,,,"josemanuel_RaPe",,"a_luismamanito EvoNoMas","a_luismamanito","#RayoEvolizador #sinDIGNIDAD"
"RT @Kati_Lop: Me encant√≥ el #RayoEvolizador de @evoespueblo!! A ver si trasciende su poder y transforma al imperio Yankee en un pa√≠s que re‚Ä¶",FALSE,0,,2018-03-05 01:23:12,FALSE,,"970469747845488641",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2011Martina",1,TRUE,FALSE,,,"2011Martina",,"Kati_Lop evoespueblo","Kati_Lop","#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-05 00:26:58,FALSE,,"970455595366182912",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TarifaValeriano",1183,TRUE,FALSE,,,"TarifaValeriano",,"evoespueblo","evoespueblo",
"RT @asaoyvino: El √∫ltimo #RayoEvolizador https://t.co/qHjhbePTmL",FALSE,0,,2018-03-04 23:58:15,FALSE,,"970448368395833345",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","duhnnie",10,TRUE,FALSE,,,"duhnnie",,"asaoyvino","asaoyvino","#RayoEvolizador"
"RT @asaoyvino: #RayoEvolizador
Mayweather vs McGregor https://t.co/p275Id2xnS",FALSE,0,,2018-03-04 23:58:01,FALSE,,"970448309717487616",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","duhnnie",8,TRUE,FALSE,,,"duhnnie",,"asaoyvino","asaoyvino","#RayoEvolizador"
"RT @leonardortn: #RayoEvolizador https://t.co/xLlplSjOvz",FALSE,0,,2018-03-04 23:51:41,FALSE,,"970446715902922753",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EduardoLopezBO",86,TRUE,FALSE,,,"EduardoLopezBO",,"leonardortn","leonardortn","#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-04 22:34:44,FALSE,,"970427348578430982",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Christopherhucu",1183,TRUE,FALSE,,,"Christopherhucu",,"evoespueblo","evoespueblo",
"Hora muy bilezia Ì†ΩÌ±íÌ†ºÌ∑ßÌ†ºÌ∑¥ #RayoEvolizador https://t.co/3ZNCnqfb5j",FALSE,2,,2018-03-04 22:30:53,FALSE,,"970426379815747584",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eagan_brett",0,FALSE,FALSE,,,"eagan_brett",,,,
"RT @brferrante: Tambi√©n Belleza! #RayoEvolizador https://t.co/lVoBc88rM6",FALSE,0,,2018-03-04 22:25:45,FALSE,,"970425089509511172",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eagan_brett",3,TRUE,FALSE,,,"eagan_brett",,"brferrante","brferrante","#RayoEvolizador"
"RT @danforever: #RayoEvolizador .......... jodidamente parad√≥jico https://t.co/TIXWVUQZsE",FALSE,0,,2018-03-04 22:25:41,FALSE,,"970425070677086208",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eagan_brett",91,TRUE,FALSE,,,"eagan_brett",,"danforever","danforever","#RayoEvolizador"
"RT @srzstnn: #RayoEvolizador https://t.co/SJHO6acD5H",FALSE,0,,2018-03-04 22:25:35,FALSE,,"970425047071457281",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eagan_brett",11,TRUE,FALSE,,,"eagan_brett",,"srzstnn","srzstnn","#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-04 21:05:19,FALSE,,"970404845306834944",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlonsoMonroyL",1183,TRUE,FALSE,,,"AlonsoMonroyL",,"evoespueblo","evoespueblo",
"RT @Calderory: Tambi√©n es parte del #RayoEvolizador @LuisRevillaH https://t.co/NegAM9jKNm",FALSE,0,,2018-03-04 20:23:24,FALSE,,"970394297106395137",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Doran_NinaUma",12,TRUE,FALSE,,,"Doran_NinaUma",,"Calderory LuisRevillaH","Calderory","#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-04 20:10:52,FALSE,,"970391144101220353",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","villacoronilla",1183,TRUE,FALSE,,,"villacoronilla",,"evoespueblo","evoespueblo",
"RT @verokamchatka: El #RayoEvolizador como noticia de fin de semana en #Per√∫. 

https://t.co/mWbw5jrMBZ",FALSE,0,,2018-03-04 19:56:47,FALSE,,"970387598320525313",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alexys_saravia",3,TRUE,FALSE,,,"alexys_saravia",,"verokamchatka","verokamchatka","#RayoEvolizador #Per√∫"
"RT @CarmenEGonzale2: Dictador Evo destruye todo, inclusive a su vice el licenciado @GarciaLinera
#RayoEvolizador https://t.co/6PMOEqHNX5",FALSE,0,,2018-03-04 19:40:33,FALSE,,"970383514741956612",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CarmenEGonzale2",4,TRUE,FALSE,,,"CarmenEGonzale2",,"CarmenEGonzale2 GarciaLinera","CarmenEGonzale2","#RayoEvolizador"
"RT @verokamchatka: El #RayoEvolizador como noticia de fin de semana en #Per√∫. 

https://t.co/mWbw5jrMBZ",FALSE,0,,2018-03-04 19:08:37,FALSE,,"970375480082927621",,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Dexanfetamina",3,TRUE,FALSE,,,"Dexanfetamina",,"verokamchatka","verokamchatka","#RayoEvolizador #Per√∫"
"@Pablo1809LAPAZ @SDoriaMedina #RayoEvolizador, cambi√≥ a toda la direcci√≥n de redes. El corrido del @ivancanelas fue‚Ä¶ https://t.co/8at2OMn9DY",FALSE,0,"Pablo1809LAPAZ",2018-03-04 19:04:17,TRUE,"970357279076872194","970374389261897728","4738573288","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","troymaclureshow",0,FALSE,FALSE,,,"troymaclureshow","Pablo1809LAPAZ","Pablo1809LAPAZ SDoriaMedina ivancanelas",,"#RayoEvolizador"
"@alexandraarumi @asaoyvino Otra pseudo feminista que apoya el #RayoEvolizador convirtiendo 2 millones de personas p‚Ä¶ https://t.co/M7hOpnN7wv",FALSE,1,"alexandraarumi",2018-03-04 18:57:04,TRUE,"970324627208761345","970372570993299456","306817522","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chalobot18",0,FALSE,FALSE,,,"chalobot18","alexandraarumi","alexandraarumi asaoyvino",,"#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-04 18:40:38,FALSE,,"970368435292196864",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fotoserazo",1183,TRUE,FALSE,,,"fotoserazo",,"evoespueblo","evoespueblo",
"RT @srodrigosalinas: #RayoEvolizador https://t.co/7Mi7jgkDQG",FALSE,0,,2018-03-04 16:40:03,FALSE,,"970338089196511232",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MonicaAparicioA",1,TRUE,FALSE,,,"MonicaAparicioA",,"srodrigosalinas","srodrigosalinas","#RayoEvolizador"
"RT @leonardortn: #RayoEvolizador https://t.co/xLlplSjOvz",FALSE,0,,2018-03-04 16:10:04,FALSE,,"970330544327282688",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rafosuarez1977",86,TRUE,FALSE,,,"rafosuarez1977",,"leonardortn","leonardortn","#RayoEvolizador"
"RT @hipstericia: #RayoEvolizador https://t.co/3pX9O4eLB0",FALSE,0,,2018-03-04 15:44:44,FALSE,,"970324169807278080",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JulioSanchezMai",3,TRUE,FALSE,,,"JulioSanchezMai",,"hipstericia","hipstericia","#RayoEvolizador"
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-04 15:35:50,FALSE,,"970321929570803712",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CEquilea",1183,TRUE,FALSE,,,"CEquilea",,"evoespueblo","evoespueblo",
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-04 15:25:33,FALSE,,"970319343899815936",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdrianaContari1",1183,TRUE,FALSE,,,"AdrianaContari1",,"evoespueblo","evoespueblo",
"RT @evoespueblo: Ì†ΩÌ∏Å con mucha creatividad, miles de internautas y activistas en redes sociales hicieron tendencia el #RayoEvolizador, con me‚Ä¶",FALSE,0,,2018-03-04 15:19:19,FALSE,,"970317772101226496",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PaoloChavarria1",1183,TRUE,FALSE,,,"PaoloChavarria1",,"evoespueblo","evoespueblo",
"RT @asaoyvino: #RayoEvolizador 
Pulp.. https://t.co/zNjGfiHgwN",FALSE,0,,2018-03-04 14:41:47,FALSE,,"970308327807881217",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rogerantezana",69,TRUE,FALSE,,,"rogerantezana",,"asaoyvino","asaoyvino","#RayoEvolizador"
"RT @ValerieMonic1: #RayoEvolizador https://t.co/QK6EAA9w2o",FALSE,0,,2018-03-04 14:29:02,FALSE,,"970305119437971456",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","matt1997black",4,TRUE,FALSE,,,"matt1997black",,"ValerieMonic1","ValerieMonic1","#RayoEvolizador"
