creado,usuario,texto,favs,retweets,isRetweet,id,URL
2018-02-28T15:38:28Z,Dexanfetamina,#RayoEvolizador https://t.co/e1Pbg6gHU6,71,21,FALSE,968873039541743616,https://t.co/e1Pbg6gHU6
2018-02-28T15:41:46Z,Dexanfetamina,#RayoEvolizador https://t.co/0WHSSQ1WRH,37,10,FALSE,968873869833658368,https://t.co/0WHSSQ1WRH
2018-02-28T15:47:07Z,Dexanfetamina,#RayoEvolizador https://t.co/2LU4BnkSzl,114,30,FALSE,968875217224380416,https://t.co/2LU4BnkSzl
2018-02-28T15:49:18Z,Dexanfetamina,#RayoEvolizador https://t.co/VJLdc1gycY,7,1,FALSE,968875765986136064,https://t.co/VJLdc1gycY
2018-02-28T15:54:28Z,Jonatangl,#RayoEvolizador https://t.co/5FTOyRm8Tl,23,8,FALSE,968877066182643716,https://t.co/5FTOyRm8Tl
2018-02-28T15:54:36Z,Dexanfetamina,#RayoEvolizador https://t.co/6BxE7UsuoU,88,23,FALSE,968877100408111104,https://t.co/6BxE7UsuoU
2018-02-28T15:59:34Z,cristhianj1992,#RayoEvolizador https://t.co/qa0bpDiszE,5,3,FALSE,968878351074160640,https://t.co/qa0bpDiszE
2018-02-28T16:02:40Z,cristhianj1992,#RayoEvolizador https://t.co/lI9Dtq8fOu,5,1,FALSE,968879130421972992,https://t.co/lI9Dtq8fOu
2018-02-28T16:06:19Z,Jonatangl,#RayoEvolizador https://t.co/zKwQWu4JNf,10,2,FALSE,968880051927203840,https://t.co/zKwQWu4JNf
2018-02-28T16:09:56Z,pedrotardio,ay diosss! jajajajaja #RayoEvolizador https://t.co/KaV2IZtcEy,36,3,FALSE,968880959343996929,https://t.co/KaV2IZtcEy
2018-02-28T16:11:25Z,Dexanfetamina,#RayoEvolizador https://t.co/A0BQEaAIDz,37,1,FALSE,968881333115252736,https://t.co/A0BQEaAIDz
2018-02-28T16:14:21Z,Dexanfetamina,#RayoEvolizador https://t.co/xkkcIN7T09,40,6,FALSE,968882069656031233,https://t.co/xkkcIN7T09
2018-02-28T16:15:15Z,pedrotardio,#RayoEvolizador https://t.co/C0kcwDl8Sc,2,0,FALSE,968882297628971009,https://t.co/C0kcwDl8Sc
2018-02-28T16:16:17Z,Dhampire,#RayoEvolizador https://t.co/J9rKmea7gJ,15,5,FALSE,968882559215075334,https://t.co/J9rKmea7gJ
2018-02-28T16:16:32Z,Dexanfetamina,#RayoEvolizador https://t.co/rvCGYuhq5e,73,19,FALSE,968882620137443328,https://t.co/rvCGYuhq5e
2018-02-28T16:19:31Z,Dexanfetamina,#RayoEvolizador https://t.co/JNn3MgVqnw,53,12,FALSE,968883373027536902,https://t.co/JNn3MgVqnw
2018-02-28T16:23:46Z,ciudadano_scz,@Dexanfetamina #rayoevolizador https://t.co/VmbG1CdP3Y,35,11,FALSE,968884442277269505,https://t.co/VmbG1CdP3Y
2018-02-28T16:27:51Z,hipstericia,#RayoEvolizador https://t.co/3pX9O4eLB0,23,3,FALSE,968885467470065664,https://t.co/3pX9O4eLB0
2018-02-28T16:35:02Z,GSanchez_P,#RayoEvolizador https://t.co/l1sTZ2FZeV,74,27,FALSE,968887277215715329,https://t.co/l1sTZ2FZeV
2018-02-28T16:43:54Z,leonardortn,#RayoEvolizador https://t.co/xLlplSjOvz,164,86,FALSE,968889508434497536,https://t.co/xLlplSjOvz
2018-02-28T16:46:29Z,Campu_AM,#RayoEvolizador https://t.co/eFgY0gf5DC,27,12,FALSE,968890156693508099,https://t.co/eFgY0gf5DC
2018-02-28T16:48:44Z,rociorecalde17,"Tuit√≥sfera boliviana, h√°ganse un favor y pasen por el hashtag #RayoEvolizador o por el TL de @Dexanfetamina y olv√≠dense de sus penas.",23,8,FALSE,968890725311090689,NA
2018-02-28T16:56:49Z,Jonatangl,#RayoEvolizador https://t.co/0lMM8GrjRB,11,3,FALSE,968892759313657861,https://t.co/0lMM8GrjRB
2018-02-28T16:57:45Z,Campu_AM,#RayoEvolizador https://t.co/4tcEZ39BAU,25,9,FALSE,968892991774642176,https://t.co/4tcEZ39BAU
2018-02-28T17:00:33Z,Jonatangl,#RayoEvolizador https://t.co/E5JlHZLFnc,9,3,FALSE,968893698196025344,https://t.co/E5JlHZLFnc
2018-02-28T17:03:19Z,UCruceno,"Ayudemos a Dexa a que su cohete se le eleve en el cielo de la tuitosfera.

#RayoEvolizador https://t.co/TJOZfIMUOd",118,40,FALSE,968894395805290502,https://t.co/TJOZfIMUOd
2018-02-28T17:04:01Z,nedcy,"los amo chicos, gracias por tanto #RayoEvolizador",3,0,FALSE,968894569462095877,NA
2018-02-28T17:11:56Z,GSanchez_P,#RayoEvolizador https://t.co/HUJR2LpVxl,27,12,FALSE,968896560930217985,https://t.co/HUJR2LpVxl
2018-02-28T17:12:28Z,locacomotumadre,#RayoEvolizador https://t.co/rqTKgQx91j,30,8,FALSE,968896697664499714,https://t.co/rqTKgQx91j
2018-02-28T17:13:44Z,arquitecta,"la gente de internet nunca duerme, muero de risa con #RayoEvolizador",7,1,FALSE,968897014196002816,NA
2018-02-28T17:15:46Z,Sumaj_Warmi,#RayoEvolizador https://t.co/OLUMOtd03p,42,29,FALSE,968897526010085378,https://t.co/OLUMOtd03p
2018-02-28T17:18:51Z,Hans_Argote,"Gracias por tanto @Dexanfetamina
#RayoEvolizador https://t.co/PTYlvzNEai",5,0,FALSE,968898305425133569,https://t.co/PTYlvzNEai
2018-02-28T17:20:11Z,caalvapar,"Ya deje de ver los memes del #RayoEvolizador.
.
.
.
Tuve que parar despu√©s de botar mi jugo por la nariz en una reuni√≥n.",47,1,FALSE,968898640847699968,NA
2018-02-28T17:33:50Z,pedrotardio,‚ù§Ô∏è #RayoEvolizador https://t.co/dEVgVSUe1S,2,1,FALSE,968902075559051264,https://t.co/dEVgVSUe1S
2018-02-28T17:37:12Z,Dexanfetamina,#RayoEvolizador https://t.co/keMAawP5Pn,10,1,FALSE,968902921755725830,https://t.co/keMAawP5Pn
2018-02-28T17:46:31Z,pedrotardio,ya pues chicos! viralizemos el #RayoEvolizador! que llegue a ser TT!,2,1,FALSE,968905265495109633,NA
2018-02-28T17:49:06Z,ClaudiaLampe,Muriendo de risa con el #RayoEvolizador Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç,22,0,FALSE,968905916220194816,NA
2018-02-28T17:49:08Z,Kevinvvelasco,#RayoEvolizador https://t.co/1i5QxhY8yg,3,0,FALSE,968905925548527616,https://t.co/1i5QxhY8yg
2018-02-28T17:52:21Z,Jonatangl,#RayoEvolizador https://t.co/mJplPFRAFz,10,3,FALSE,968906734336081921,https://t.co/mJplPFRAFz
2018-02-28T17:53:34Z,KrokodiII,#RayoEvolizador https://t.co/LVtRYkIHcG,34,7,FALSE,968907038637084673,https://t.co/LVtRYkIHcG
2018-02-28T18:02:39Z,alfreitobarba,Me costar superar esto del #RayoEvolizador!!! Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç,3,1,FALSE,968909326718046208,NA
2018-02-28T18:04:08Z,Campu_AM,#RayoEvolizador https://t.co/t2599Wse5t,15,4,FALSE,968909699033821184,https://t.co/t2599Wse5t
2018-02-28T18:05:31Z,CarlosClarosC,#RayoEvolizador https://t.co/vjCj9MXVfY,34,17,FALSE,968910046640967684,https://t.co/vjCj9MXVfY
2018-02-28T18:11:58Z,KarliconK,"El #RayoEvolizador  deber√≠a tener alg√∫n premio, no puede quedar as√≠ nom√°s.",9,3,FALSE,968911672550273024,NA
2018-02-28T18:12:07Z,Xaverius_B,#RayoEvolizador https://t.co/Sacky7fNCj,5,1,FALSE,968911708898123777,https://t.co/Sacky7fNCj
2018-02-28T18:14:14Z,andreinarocks,Estaba a punto de tener una crisis pero #RayoEvolizador JAJAJA,6,1,FALSE,968912241130135553,NA
2018-02-28T18:20:48Z,nuklive,#RayoEvolizador https://t.co/AjDOIwCERh,17,5,FALSE,968913892691906560,https://t.co/AjDOIwCERh
2018-02-28T18:22:02Z,CarlosClarosC,#RayoEvolizador https://t.co/GAPp8Mycwh,30,20,FALSE,968914203384918016,https://t.co/GAPp8Mycwh
2018-02-28T18:22:27Z,ciudadano_scz,#RayoEvolizador @Dexanfetamina https://t.co/xU2W861iIS,14,1,FALSE,968914310465511424,https://t.co/xU2W861iIS
2018-02-28T18:22:35Z,Rod_SLZR,#RayoEvolizador https://t.co/f428RxjSKh,4,2,FALSE,968914344615530496,https://t.co/f428RxjSKh
2018-02-28T18:23:29Z,KrokodiII,#RayoEvolizador https://t.co/mrnpo2shNr,18,4,FALSE,968914567849041926,https://t.co/mrnpo2shNr
2018-02-28T18:23:30Z,NFLFPB,Greatest hashtag ever #RayoEvolizador https://t.co/6dewZGlBMX,87,78,FALSE,968914571380576256,https://t.co/6dewZGlBMX
2018-02-28T18:24:27Z,kassanmoor,"#RayoEvolizador 

flojera buscar la imagen sin letreros https://t.co/Ertqo3oep0",49,21,FALSE,968914812171444224,https://t.co/Ertqo3oep0
2018-02-28T18:24:47Z,KarliconK,Se dieron cuenta que el #RayoEvolizador  esta sacando a m√°s de uno una carcajada? Es demasiado!! Jajaja,8,3,FALSE,968914894753026048,NA
2018-02-28T18:25:24Z,NFLFPB,Evolizator Ray #RayoEvolizador https://t.co/9uXBSjtFxf,22,11,FALSE,968915053448753154,https://t.co/9uXBSjtFxf
2018-02-28T18:26:14Z,Nauttak,#RayoEvolizador https://t.co/e5Gz3Dp3Rc,29,3,FALSE,968915260747997190,https://t.co/e5Gz3Dp3Rc
2018-02-28T18:29:06Z,CarlosClarosC,#RayoEvolizador @SDoriaMedina https://t.co/ywftKlUxAT,34,12,FALSE,968915983799930881,https://t.co/ywftKlUxAT
2018-02-28T18:30:21Z,KrokodiII,#RayoEvolizador https://t.co/SNmkLLnfGD,8,1,FALSE,968916295096983554,https://t.co/SNmkLLnfGD
2018-02-28T18:30:21Z,KrokodiII,#RayoEvolizador https://t.co/SNmkLLnfGD,8,1,FALSE,968916295096983554,https://t.co/SNmkLLnfGD
2018-02-28T18:30:56Z,rhpacheco23,#RayoEvolizador https://t.co/d97DK3y1H2,7,1,FALSE,968916442803572736,https://t.co/d97DK3y1H2
2018-02-28T18:32:12Z,_nobody666,"los que van haciendo su imagen para #rayoevolizador ya tienen otro punto m√°s #paraelcv.
twitter te amo. JAJA",2,0,FALSE,968916763848134657,NA
2018-02-28T18:34:11Z,Nauttak,#RayoEvolizador https://t.co/zYeIvGRFVk,19,9,FALSE,968917262752247809,https://t.co/zYeIvGRFVk
2018-02-28T18:35:23Z,tonnylp,"Hay que tener mucha imaginaci√≥n y muchas ganas de re√≠r para ver los contenidos de #RayoEvolizador
Y dale #RT para s‚Ä¶ https://t.co/o1QYl3jxYG",51,15,FALSE,968917564729561088,https://t.co/o1QYl3jxYG
2018-02-28T18:35:42Z,atigradoBoris,Lo del #RayoEvolizador es una copia del verdaderamente comico #RayoPeronizador y #RayoMadurizador .... si copian intenten ser mas graciosos,4,2,FALSE,968917642638708736,NA
2018-02-28T18:36:08Z,danielbarretllz,#RayoEvolizador https://t.co/X41zt5lxvy,7,1,FALSE,968917752651177984,https://t.co/X41zt5lxvy
2018-02-28T18:36:51Z,CulpaDelImperio,No se metan con el Imperio #RayoEvolizador https://t.co/9tEbF534zo,11,2,FALSE,968917934570725382,https://t.co/9tEbF534zo
2018-02-28T18:37:10Z,nuklive,#RayoEvolizador https://t.co/S8znj3JJOv,13,6,FALSE,968918013964677120,https://t.co/S8znj3JJOv
2018-02-28T18:37:57Z,cristhianj1992,#RayoEvolizador (?) https://t.co/NtmoZbheQe,59,19,FALSE,968918207762444290,https://t.co/NtmoZbheQe
2018-02-28T18:39:14Z,Jonatangl,#RayoEvolizador https://t.co/b7TtQVtrYN,27,11,FALSE,968918533794091008,https://t.co/b7TtQVtrYN
2018-02-28T18:40:11Z,cristhianj1992,#RayoEvolizador https://t.co/BMSfYeOg12,53,14,FALSE,968918771393028096,https://t.co/BMSfYeOg12
2018-02-28T18:41:13Z,_nobody666,#RayoEvolizador https://t.co/uMAT4zFv3B,0,0,FALSE,968919032308125703,https://t.co/uMAT4zFv3B
2018-02-28T18:42:41Z,FerPSX,No paro de re√≠r con el hashtag #RayoEvolizador Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†æÌ¥£,2,1,FALSE,968919401138450432,NA
2018-02-28T18:43:14Z,rhpacheco23,#RayoEvolizador https://t.co/yUcXL0psq8,18,4,FALSE,968919540615864320,https://t.co/yUcXL0psq8
2018-02-28T18:43:19Z,ciudadano_scz,#RayoEvolizador @Dexanfetamina https://t.co/xpJL1eJH9E,12,1,FALSE,968919561029464069,https://t.co/xpJL1eJH9E
2018-02-28T18:44:01Z,etceterum,#RayoEvolizador https://t.co/2UXDsMKzwo,18,6,FALSE,968919734774390784,https://t.co/2UXDsMKzwo
2018-02-28T18:44:11Z,Dexanfetamina,#RayoEvolizador https://t.co/5IprfnBp4e,54,13,FALSE,968919779640823809,https://t.co/5IprfnBp4e
2018-02-28T18:44:45Z,rud_oz,#RayoEvolizador https://t.co/ODAdiUwnpT,26,9,FALSE,968919920120647680,https://t.co/ODAdiUwnpT
2018-02-28T18:45:13Z,CulpaDelImperio,#RayoEvolizador https://t.co/JpRIX8pWpO,1,2,FALSE,968920037179514881,https://t.co/JpRIX8pWpO
2018-02-28T18:47:46Z,vikosis,#RayoEvolizador https://t.co/sdfRbX4sSo,21,8,FALSE,968920680703168514,https://t.co/sdfRbX4sSo
2018-02-28T18:50:00Z,UCruceno,#RayoEvolizador https://t.co/wSMxaO2hxx,48,8,FALSE,968921243415207942,https://t.co/wSMxaO2hxx
2018-02-28T18:50:08Z,martindiazmeave,El HT #RayoEvolizador est√° MUY divertido Ì†ΩÌ∏Ç Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç,27,6,FALSE,968921274327224324,NA
2018-02-28T18:51:22Z,carlos_olivera,#RayoEvolizador Dexanfetamina https://t.co/asjvmrBJvW,20,10,FALSE,968921588027535371,https://t.co/asjvmrBJvW
2018-02-28T18:53:03Z,leonardortn,#RayoEvolizador https://t.co/BWmETTp9dW,38,6,FALSE,968922010800836609,https://t.co/BWmETTp9dW
2018-02-28T18:53:58Z,KrokodiII,#RayoEvolizador @atigradoBoris https://t.co/djjJQCsVLH,7,3,FALSE,968922241948844036,https://t.co/djjJQCsVLH
2018-02-28T18:54:07Z,_nobody666,#rayoevolizador https://t.co/dt5m5DQ4N6,10,3,FALSE,968922276660989952,https://t.co/dt5m5DQ4N6
2018-02-28T18:54:46Z,caalvapar,#RayoEvolizador https://t.co/dLojMmh7b9,7,3,FALSE,968922440276566017,https://t.co/dLojMmh7b9
2018-02-28T18:56:58Z,sendez,#RayoEvolizador https://t.co/hFPjk8x9cL,74,18,FALSE,968922996592332806,https://t.co/hFPjk8x9cL
2018-02-28T19:00:22Z,etceterum,#RayoEvolizador https://t.co/uVtsPf1F27,8,4,FALSE,968923851542487041,https://t.co/uVtsPf1F27
2018-02-28T19:01:00Z,cristhianj1992,#RayoEvolizador https://t.co/8nDER00KFS,5,2,FALSE,968924011903307776,https://t.co/8nDER00KFS
2018-02-28T19:01:56Z,cristhianj1992,#RayoEvolizador https://t.co/iK6XIIpH90,16,10,FALSE,968924244947230721,https://t.co/iK6XIIpH90
2018-02-28T19:03:35Z,carmen_jul_,Ì†ΩÌ∏Ç Ì†ΩÌ∏Ç Ì†ΩÌ∏Ç Ì†ΩÌ∏Ç Ì†ΩÌ∏Ç Ì†ΩÌ∏Ç #RayoEvolizador est√° arrasando!!!!! https://t.co/0ot10czv6e,8,2,FALSE,968924662431473666,https://t.co/0ot10czv6e
2018-02-28T19:03:35Z,iRivirente,#RayoEvolizador https://t.co/gX0Sy32N9x,70,22,FALSE,968924659646455808,https://t.co/gX0Sy32N9x
2018-02-28T19:04:00Z,CulpaDelImperio,#RayoEvolizador https://t.co/DtobVqqbWo,13,4,FALSE,968924766617899008,https://t.co/DtobVqqbWo
2018-02-28T19:04:44Z,KrokodiII,#RayoEvolizador https://t.co/YhEm2Z6wkF,5,3,FALSE,968924951901364225,https://t.co/YhEm2Z6wkF
2018-02-28T19:05:12Z,carlos_olivera,#RayoEvolizador https://t.co/JW4h2ZrCOt,70,29,FALSE,968925066137427968,https://t.co/JW4h2ZrCOt
2018-02-28T19:05:37Z,alebalcazar,El #RayoEvolizador ! https://t.co/k9Wz2Qi75J,10,2,FALSE,968925170428674049,https://t.co/k9Wz2Qi75J
2018-02-28T19:07:18Z,rud_oz,#RayoEvolizador https://t.co/kC6dmCPgkM,56,16,FALSE,968925594338471936,https://t.co/kC6dmCPgkM
2018-02-28T19:07:51Z,caalvapar,#RayoEvolizador https://t.co/VXf7Fs5uuJ,5,1,FALSE,968925736395472898,https://t.co/VXf7Fs5uuJ
2018-02-28T19:08:30Z,cristhianj1992,#RayoEvolizador https://t.co/bOekwrmoO6,52,12,FALSE,968925897112907776,https://t.co/bOekwrmoO6
2018-02-28T19:08:36Z,kusillokusillo,#RayoEvolizador https://t.co/bzzHbx1BhE,36,18,FALSE,968925922303897600,https://t.co/bzzHbx1BhE
2018-02-28T19:08:39Z,anitazalles,Me encantar√≠a ver eso del #RayoEvolizador pero no me cargan las putas im√°genes,6,1,FALSE,968925937713778688,NA
2018-02-28T19:10:56Z,chuquijosel,#RayoEvolizador https://t.co/Qh9h90RESx,1,0,FALSE,968926510601170944,https://t.co/Qh9h90RESx
2018-02-28T19:11:05Z,etceterum,#RayoEvolizador https://t.co/QeIDrSWZCR,17,4,FALSE,968926547896885249,https://t.co/QeIDrSWZCR
2018-02-28T19:11:25Z,ciudadano_scz,#RayoEvolizador @Dexanfetamina https://t.co/YIne6v63cL,1,2,FALSE,968926630444969985,https://t.co/YIne6v63cL
2018-02-28T19:12:15Z,vikosis,#RayoEvolizador https://t.co/nZp1F3Dr53,9,3,FALSE,968926841426890752,https://t.co/nZp1F3Dr53
2018-02-28T19:12:25Z,tupackatari51,Evo - Zapata devu√©lvannos la plata #RayoEvolizador https://t.co/NLYfFIpO8a,9,3,FALSE,968926885131509760,https://t.co/NLYfFIpO8a
2018-02-28T19:12:37Z,TOJPA,#RayoEvolizador https://t.co/g2WWPhVac5,2,1,FALSE,968926932397182977,https://t.co/g2WWPhVac5
2018-02-28T19:12:39Z,_nobody666,#RayoEvolizador https://t.co/7aVVvFz3t7,23,11,FALSE,968926941431697413,https://t.co/7aVVvFz3t7
2018-02-28T19:13:25Z,alebalcazar,#RayoEvolizador  Realoaded https://t.co/nh0VIbkr9L,13,6,FALSE,968927134709354497,https://t.co/nh0VIbkr9L
2018-02-28T19:13:48Z,tupackatari51,El imperialista de @evoespueblo #RayoEvolizador https://t.co/5NnbQGDX2V,112,45,FALSE,968927230595346433,https://t.co/5NnbQGDX2V
2018-02-28T19:14:47Z,locacomotumadre,#RayoEvolizador https://t.co/wjx5EXCjl5,41,6,FALSE,968927477967048704,https://t.co/wjx5EXCjl5
2018-02-28T19:15:00Z,alebalcazar,Ni Percy se salva del #RayoEvolizador https://t.co/QdkMS2YyW3,30,11,FALSE,968927532488765440,https://t.co/QdkMS2YyW3
2018-02-28T19:15:36Z,caalvapar,#RayoEvolizador https://t.co/M2idQ6lriu,3,1,FALSE,968927683328569345,https://t.co/M2idQ6lriu
2018-02-28T19:17:14Z,alebalcazar,#RayoEvolizador  @TheEllenShow https://t.co/wPpZbIxdMJ,20,6,FALSE,968928097511845888,https://t.co/wPpZbIxdMJ
2018-02-28T19:17:29Z,etceterum,#RayoEvolizador https://t.co/0cr01C4iwP,11,5,FALSE,968928160124456962,https://t.co/0cr01C4iwP
2018-02-28T19:19:22Z,NFLFPB,#RayoEvolizador https://t.co/FoN6etzSo5,5,1,FALSE,968928633753612289,https://t.co/FoN6etzSo5
2018-02-28T19:19:22Z,jambientalista,Destrucci√≥n de la pachamama #RayoEvolizador https://t.co/Syocmc3jYR,75,38,FALSE,968928632033959936,https://t.co/Syocmc3jYR
2018-02-28T19:19:40Z,calexafer93,"Estaba en una de mis crisis existenciales hasta que llego el #RayoEvolizador
Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏£",4,3,FALSE,968928707162398721,NA
2018-02-28T19:19:57Z,NFLFPB,#RayoEvolizador https://t.co/iVb1a42SS9,4,1,FALSE,968928777794355201,https://t.co/iVb1a42SS9
2018-02-28T19:22:05Z,danforever,#RayoEvolizador @Dexanfetamina https://t.co/mH7BSTwwmr,2,1,FALSE,968929317005725696,https://t.co/mH7BSTwwmr
2018-02-28T19:22:10Z,DBlancoo,#RayoEvolizador,0,1,FALSE,968929337025159173,NA
2018-02-28T19:23:46Z,axraythel,#RayoEvolizador Grandes verdades @evoespueblo @gmma18 @noticiasfides @khato_tkatari https://t.co/QGHAqgT5kW,27,20,FALSE,968929739003047936,https://t.co/QGHAqgT5kW
2018-02-28T19:23:54Z,locacomotumadre,#RayoEvolizador https://t.co/V0dPBm4bpP,8,2,FALSE,968929772993744897,https://t.co/V0dPBm4bpP
2018-02-28T19:24:09Z,NFLFPB,#RayoEvolizador https://t.co/QGZ2HUJp6g,44,23,FALSE,968929835656630273,https://t.co/QGZ2HUJp6g
2018-02-28T19:24:11Z,TrendsBolivia,"#rayoevolizador es ahora una tendencia en Bolivia

https://t.co/Zch4vvWR7w https://t.co/47HP5y9bO1",27,7,FALSE,968929843453808640,https://t.co/Zch4vvWR7w
2018-02-28T19:24:42Z,carmen_jul_,@Dexanfetamina Ì†ΩÌ∏Ç Ì†ΩÌ∏Ç Ì†ΩÌ∏Ç Ì†ΩÌ∏Ç ya les diste laburo a estos tipos..... ahora si puedes decir q te robaron hasta los m√°s ladrones #RayoEvolizador,1,0,FALSE,968929973980549121,NA
2018-02-28T19:26:15Z,UCruceno,#RayoEvolizador https://t.co/oSoygsb2LW,23,2,FALSE,968930363606290434,https://t.co/oSoygsb2LW
2018-02-28T19:27:09Z,etceterum,#RayoEvolizador https://t.co/SCIG1WjIB8,4,2,FALSE,968930591587622912,https://t.co/SCIG1WjIB8
2018-02-28T19:29:17Z,ciudadan0libre,"Devuelvan la plata
#RayoEvolizador https://t.co/9JST5KWjrM",78,41,FALSE,968931130253758471,https://t.co/9JST5KWjrM
2018-02-28T19:29:49Z,danielbarretllz,@axraythel @evoespueblo @gmma18 @noticiasfides @khato_tkatari No es para llunkus el #RayoEvolizador,3,0,FALSE,968931264307892225,NA
2018-02-28T19:30:05Z,Axel1Ray1,#RayoEvolizador Con @evoespueblo todo cambia @giselalopez68 @tritigrehernan https://t.co/A6RtsobmzF,18,13,FALSE,968931330942791680,https://t.co/A6RtsobmzF
2018-02-28T19:31:40Z,Axel1Ray1,#RayoEvolizador Evo cambio la Educaci√≥n para nuestro hijos @MindeGobierno @mincombolivia @minedubol https://t.co/KG64mwZ6OD,92,47,FALSE,968931729061883905,https://t.co/KG64mwZ6OD
2018-02-28T19:31:57Z,etceterum,#RayoEvolizador https://t.co/oB95hPWjZM,19,5,FALSE,968931798511243265,https://t.co/oB95hPWjZM
2018-02-28T19:32:11Z,Jonatangl,#RayoEvolizador https://t.co/uACnTKnPGA,48,11,FALSE,968931857709568006,https://t.co/uACnTKnPGA
2018-02-28T19:33:14Z,TrendsLaPaz,"#rayoevolizador es ahora una tendencia en #LaPaz

https://t.co/539v84Kh7g https://t.co/vc1ZnLADDb",1,0,FALSE,968932123171319808,https://t.co/539v84Kh7g
2018-02-28T19:33:17Z,ciudadano_scz,@Leonaypeleona  me prestas tu foto de perfil para #rayoevolizador ???,0,0,FALSE,968932134986682370,NA
2018-02-28T19:33:46Z,LourdesLandivar,"Lo entretenido que esta este Hashtag! Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç 
No se pierdan el #RayoEvolizador https://t.co/3D6aNjcZSD",4,0,FALSE,968932255241592832,https://t.co/3D6aNjcZSD
2018-02-28T19:34:27Z,UCruceno,"Iv√°n Canelas se tard√≥ 500 a√±os en capitalizar el #RayoEvolizador.

Ya salieron los primeros memes y tienen la graci‚Ä¶ https://t.co/1eTaKaGgME",39,7,FALSE,968932426465660928,https://t.co/1eTaKaGgME
2018-02-28T19:34:43Z,apaniaguac,#RayoEvolizador https://t.co/iz7ATlfG21,8,2,FALSE,968932495671558145,https://t.co/iz7ATlfG21
2018-02-28T19:34:50Z,RainDancePame,"No me carga ninguna imagen de Twitter y todos divirti√©ndose con el #RayoEvolizador.
Tristeza n√£o tem fim.
¬ø@vivabo qu√© te pasa?",0,0,FALSE,968932525929320448,NA
2018-02-28T19:35:43Z,ximeonline_,"Me subieron las endorfinas. 
Gracias #RayoEvolizador",4,0,FALSE,968932747141156866,NA
2018-02-28T19:36:53Z,sendez,"El meme original ni siquiera es meme, es un v√≠deo del 2014. Si se van a hacer los exquisitos con los or√≠genes por l‚Ä¶ https://t.co/Eyw5QRaEs5",17,2,FALSE,968933041119944707,https://t.co/Eyw5QRaEs5
2018-02-28T19:37:04Z,tg_osmar,#RayoEvolizador https://t.co/8zXkcvDdlw,0,0,FALSE,968933085428568064,https://t.co/8zXkcvDdlw
2018-02-28T19:37:57Z,MoralessJuanca,Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç esta muy bueno #RayoEvolizador,0,0,FALSE,968933310012575745,NA
2018-02-28T19:38:04Z,TOJPA,#RayoEvolizador https://t.co/47K9Yo2C8R,3,2,FALSE,968933339653648385,https://t.co/47K9Yo2C8R
2018-02-28T19:38:29Z,MoralessJuanca,#RayoEvolizador https://t.co/S0TauflIaW,4,1,FALSE,968933443299151873,https://t.co/S0TauflIaW
2018-02-28T19:38:40Z,FlokiBoliviano,#RayoEvolizador https://t.co/vMPPyNVXBe,35,19,FALSE,968933487909724162,https://t.co/vMPPyNVXBe
2018-02-28T19:39:08Z,ciudadano_scz,#rayoevolizador @Dexanfetamina https://t.co/HfuKYo2ox8,1,0,FALSE,968933607032197120,https://t.co/HfuKYo2ox8
2018-02-28T19:39:38Z,EduLohnhoff,#RayoEvolizador @SDoriaMedina https://t.co/ST70KwiNL2,25,10,FALSE,968933733725360129,https://t.co/ST70KwiNL2
2018-02-28T19:39:49Z,Axel1Ray1,#RayoEvolizador Quicosas no? @prof_yurbe @tritigrehernan @avsix @GalvesTeodosio @JP_Rivero @ArianaCamperoNa https://t.co/ekb8ngv8MP,52,24,FALSE,968933778163945477,https://t.co/ekb8ngv8MP
2018-02-28T19:40:03Z,ElHipsterGeekYT,#RayoEvolizador  saltando al trend https://t.co/jTr7OLjNnD,4,3,FALSE,968933837974712322,https://t.co/jTr7OLjNnD
2018-02-28T19:40:07Z,ciudadano_scz,@Leonaypeleona lijto jajajajajajajaja #RayoEvolizador https://t.co/JVbNrRZeej,71,16,FALSE,968933856144437248,https://t.co/JVbNrRZeej
2018-02-28T19:40:54Z,ximeonline_,@Dexanfetamina Se ha estido el HT #RayoEvolizador,0,0,FALSE,968934049862553601,NA
2018-02-28T19:40:57Z,ciudadan0libre,"Los chinos exterminan al jaguar en Bolivia, gracias a la permisividad del #RayoEvolizador https://t.co/Z5ehMe0L60",45,52,FALSE,968934062776872960,https://t.co/Z5ehMe0L60
2018-02-28T19:41:06Z,locacomotumadre,"El #RayoEvolizador ya est√° cayendo en manos equivocadas, Dexa yo te dije.",15,1,FALSE,968934103772000257,NA
2018-02-28T19:41:29Z,UCruceno,#RayoEvolizador https://t.co/zb7R1Og3R4,8,1,FALSE,968934197980213255,https://t.co/zb7R1Og3R4
2018-02-28T19:41:54Z,alebalcazar,#RayoEvolizador https://t.co/a4frD2kBtc,7,4,FALSE,968934302275854344,https://t.co/a4frD2kBtc
